kecamatan,kelas_then_1,kelas_then_2,kelas_now_1,kelas_now_2,luas
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.143033247335437
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.143033247317706
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.143033247501392
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.143033247692556
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.143033247472685
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.143322000912229
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.152886301853167
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.143110218938839
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.143033247322989
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.145242975514013
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.143033247400996
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.146374203389094
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.175355220271133
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.155569004075773
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Hijau,Belum Terbangun,0.143033247339678
Mampang Prapatan,Perairan,Perairan,Hijau,Belum Terbangun,0.212605514390933
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.250031530444548
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143170407572429
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.144280522902002
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143198350412049
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143513207902637
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143844476844383
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.228168853070604
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143273930423139
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143222399314193
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143033255422712
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.150703757591552
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.266147702256402
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143727119387539
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.162483769416462
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.16802808039979
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.180797682071721
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143039244937541
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143157619564678
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.164198881406552
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.318678040190782
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143088421901042
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143133047929089
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.507329532808437
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143370302933699
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143151014862883
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.17026422849843
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143301079109346
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143033265136415
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143168732547438
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.14348547944066
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143037088617176
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143830034643775
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143042418990004
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143497907524741
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143065773780438
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143404230717
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.500394789049713
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143148266293741
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.2003691328225
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143172784529167
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143112117472599
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143419473505764
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143152509524376
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.183355751370435
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143644741084704
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.178881552248832
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.145653724281296
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.247143934179117
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.185949104666661
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143726276448608
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143368023161254
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.144004762935664
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.19778692226504
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.295982964042304
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.14497490497426
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143041037509254
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.143036137759165
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.164289183825352
Mampang Prapatan,Sawah,Belum Terbangun,Hijau,Belum Terbangun,0.154137837843239
Mampang Prapatan,Lahan Kosong Berpenghuni,Belum Terbangun,Terbangun,Terbangun,6.68764715287013
Mampang Prapatan,Jalan,Terbangun,Terbangun,Terbangun,6.56400392003522
Mampang Prapatan,Kampung,Terbangun,Terbangun,Terbangun,7.07335121094278
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.52481296535345
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51243394053221
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51919483140603
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51098195893868
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185099071
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109904630258
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097202503053
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.53954142923422
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097284714737
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51098230175109
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51138356611618
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185096545
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185096724
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51208062095648
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51103450639467
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51190931010509
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51108287913084
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51128283160146
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51285035965333
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185096762
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185098483
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51472061079186
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51847435747409
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185102514
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097235320137
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51100329223307
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51215011575408
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51110751309039
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51138290719645
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.52095737034214
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51118645719891
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51099122475335
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185132917
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51465998895218
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51345796633972
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51111728955872
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5114387079527
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51120183772427
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185097708
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51126031062629
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185096528
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185097399
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51161303746271
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718510175
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185098784
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509793
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51099291220284
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185104503
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185102052
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185099539
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185105091
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185096798
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185097192
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185097557
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185096653
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185100458
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185105283
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185098274
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185101244
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185097047
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185104875
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185106196
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185106686
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185099257
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185099
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5111948029422
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185096528
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185096613
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185096541
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185097413
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185097212
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51230664001615
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185097266
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185096607
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185096768
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185097691
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185102676
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718510612
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097721847485
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185114879
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185097214
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185097441
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51099159763451
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51630141290134
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185097039
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51335947664521
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185104839
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51148757308375
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51697913381604
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51238019440748
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Terbangun,Terbangun,6.51097185096832
Mampang Prapatan,Perairan,Perairan,Terbangun,Terbangun,6.53669853731729
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.5293643889556
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51110901121983
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51177085733991
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51110459192659
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.511101594608
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.52487911751824
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51120514071737
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51097185907011
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51371374240996
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.55377208475221
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51133806668013
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51825988453562
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.524484797431
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.52927884317663
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51349315602121
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.54966971348138
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51097999170056
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51103394784797
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.58611086713355
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51103607791617
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51108961851028
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51640599531365
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51123968275674
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51097404814624
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51100023628131
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51128292336614
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.66407736645087
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51100264256006
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.52167225585332
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51111138817657
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51100712378408
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.5109718509651
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51101717839676
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51919068050876
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51150985443447
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51907369638291
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51463448636989
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.5364059913873
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51573635280646
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51101558822294
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51130662680865
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51134068135937
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.52998586465591
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.52920208758638
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51108179719612
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51097962731661
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51097343635613
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.52718247569651
Mampang Prapatan,Sawah,Belum Terbangun,Terbangun,Terbangun,6.51222489869398
Mampang Prapatan,Lahan Kosong Berpenghuni,Belum Terbangun,Kebun,Belum Terbangun,1.8325166059147
Mampang Prapatan,Jalan,Terbangun,Kebun,Belum Terbangun,0.797088680808433
Mampang Prapatan,Kampung,Terbangun,Kebun,Belum Terbangun,4.20026377126422
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Kebun,Belum Terbangun,0.603593124672309
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Kebun,Belum Terbangun,0.543004376162135
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Kebun,Belum Terbangun,0.556239130227662
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Kebun,Belum Terbangun,0.541629023987339
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Kebun,Belum Terbangun,0.541542286809158
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Kebun,Belum Terbangun,0.542126236641887
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Kebun,Belum Terbangun,0.541683135672678
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Kebun,Belum Terbangun,0.574398489373328
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Kebun,Belum Terbangun,0.541546400395996
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Kebun,Belum Terbangun,0.541840402281557
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Kebun,Belum Terbangun,0.54235149444279
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Kebun,Belum Terbangun,0.541542286595383
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Kebun,Belum Terbangun,0.541542286597166
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Kebun,Belum Terbangun,0.547343482418202
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Kebun,Belum Terbangun,0.542726844803051
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Kebun,Belum Terbangun,0.543241120790171
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Kebun,Belum Terbangun,0.542315153228339
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Kebun,Belum Terbangun,0.545884554565438
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Kebun,Belum Terbangun,0.541552118665309
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Kebun,Belum Terbangun,0.545249097252584
Mampang Prapatan,Kebun/Lahan Kosong,Belum Terbangun,Kebun,Belum Terbangun,0.541542286599332
